   Temperature           BIR            BW1               BW2             BUV              BVIS
   36.0000000       3.03165354E-02   2.14376219E-35   9.10649476E-08   0.00000000       0.00000000    
   37.0000000       3.38279605E-02   2.37424375E-34   1.61321410E-07   0.00000000       0.00000000    
   38.0000000       3.76358964E-02   2.31867142E-33   2.77569825E-07   0.00000000       0.00000000    
   39.0000000       4.17565666E-02   2.01610491E-32   4.64898392E-07   0.00000000       0.00000000    
   40.0000000       4.62066084E-02   1.57442775E-31   7.59485033E-07   0.00000000       0.00000000    
   41.0000000       5.10030836E-02   1.11295006E-30   1.21238656E-06   0.00000000       0.00000000    
   42.0000000       5.61634675E-02   7.17224963E-30   1.89423849E-06   0.00000000       0.00000000    
   43.0000000       6.17056414E-02   4.24090857E-29   2.90098092E-06   0.00000000       0.00000000    
   44.0000000       6.76478818E-02   2.31435005E-28   4.36072196E-06   0.00000000       0.00000000    
   45.0000000       7.40088746E-02   1.17187955E-27   6.44184183E-06   0.00000000       0.00000000    
   46.0000000       8.08076784E-02   5.53269252E-27   9.36242304E-06   0.00000000       0.00000000    
   47.0000000       8.80637169E-02   2.44639033E-26   1.34010897E-05   0.00000000       0.00000000    
   48.0000000       9.57967788E-02   1.01724470E-25   1.89093116E-05   0.00000000       0.00000000    
   49.0000000      0.104027018       3.99269128E-25   2.63252041E-05   0.00000000       0.00000000    
   50.0000000      0.112774894       1.48438487E-24   3.61888633E-05   0.00000000       0.00000000    
   51.0000000      0.122061193       5.24384874E-24   4.91592255E-05   0.00000000       0.00000000    
   52.0000000      0.131907001       1.76543962E-23   6.60324222E-05   0.00000000       0.00000000    
   53.0000000      0.142333657       5.67982061E-23   8.77616258E-05   0.00000000       0.00000000    
   54.0000000      0.153362796       1.75060465E-22   1.15478259E-04   0.00000000       0.00000000    
   55.0000000      0.165016249       5.18115563E-22   1.50514592E-04   0.00000000       0.00000000    
   56.0000000      0.177316055       1.47567699E-21   1.94427557E-04   0.00000000       0.00000000    
   57.0000000      0.190284476       4.05281867E-21   2.49023666E-04   0.00000000       0.00000000    
   58.0000000      0.203943893       1.07532349E-20   3.16385092E-04   0.00000000       0.00000000    
   59.0000000      0.218316823       2.76119351E-20   3.98896344E-04   0.00000000       0.00000000    
   60.0000000      0.233425915       6.87288926E-20   4.99272079E-04   0.00000000       0.00000000    
   61.0000000      0.249293849       1.66084606E-19   6.20585284E-04   0.00000000       0.00000000    
   62.0000000      0.265943378       3.90199681E-19   7.66295998E-04   0.00000000       0.00000000    
   63.0000000      0.283397257       8.92467910E-19   9.40280326E-04   0.00000000       0.00000000    
   64.0000000      0.301678270       1.98971534E-18   1.14685984E-03   0.00000000       0.00000000    
   65.0000000      0.320809126       4.32905263E-18   1.39083073E-03   0.00000000       0.00000000    
   66.0000000      0.340812415       9.20192109E-18   1.67749322E-03   0.00000000       0.00000000    
   67.0000000      0.361710757       1.91293094E-17   2.01268005E-03   0.00000000       0.00000000    
   68.0000000      0.383526474       3.89296210E-17   2.40278617E-03   0.00000000       0.00000000    
   69.0000000      0.406281918       7.76285579E-17   2.85479520E-03   0.00000000       0.00000000    
   70.0000000      0.429999083       1.51810155E-16   3.37630929E-03   0.00000000       0.00000000    
   71.0000000      0.454699874       2.91389842E-16   3.97557393E-03   0.00000000       0.00000000    
   72.0000000      0.480405897       5.49387475E-16   4.66150558E-03   0.00000000       0.00000000    
   73.0000000      0.507138491       1.01819745E-15   5.44371502E-03   0.00000000       0.00000000    
   74.0000000      0.534918845       1.85624412E-15   6.33253483E-03   0.00000000       0.00000000    
   75.0000000      0.563767552       3.33098756E-15   7.33903982E-03   0.00000000       0.00000000    
   76.0000000      0.593705177       5.88729318E-15   8.47506989E-03   0.00000000       0.00000000    
   77.0000000      0.624751747       1.02546069E-14   9.75325145E-03   0.00000000       0.00000000    
   78.0000000      0.656926930       1.76127017E-14   1.11870188E-02   0.00000000       0.00000000    
   79.0000000      0.690250158       2.98446909E-14   1.27906306E-02   0.00000000       0.00000000    
   80.0000000      0.724740207       4.99184942E-14   1.45791881E-02   0.00000000       0.00000000    
   81.0000000      0.760415614       8.24550728E-14   1.65686514E-02   0.00000000       0.00000000    
   82.0000000      0.797294438       1.34565265E-13   1.87758561E-02   0.00000000       0.00000000    
   83.0000000      0.835394204       2.17068537E-13   2.12185234E-02   0.00000000       0.00000000    
   84.0000000      0.874732077       3.46249152E-13   2.39152759E-02   0.00000000       0.00000000    
   85.0000000      0.915324688       5.46361079E-13   2.68856492E-02   0.00000000       0.00000000    
   86.0000000      0.957188189       8.53165303E-13   3.01500987E-02   0.00000000       0.00000000    
   87.0000000       1.00033820       1.31887860E-12   3.37300114E-02   0.00000000       0.00000000    
   88.0000000       1.04478991       2.01903273E-12   3.76477130E-02   0.00000000       0.00000000    
   89.0000000       1.09055793       3.06189882E-12   4.19264697E-02   0.00000000       0.00000000    
   90.0000000       1.13765633       4.60132626E-12   4.65905033E-02   0.00000000       0.00000000    
   91.0000000       1.18609881       6.85408804E-12   5.16649857E-02   0.00000000       0.00000000    
   92.0000000       1.23589838       1.01231332E-11   5.71760461E-02   0.00000000       0.00000000    
   93.0000000       1.28706753       1.48285152E-11   6.31507710E-02   0.00000000       0.00000000    
   94.0000000       1.33961844       2.15482302E-11   6.96172118E-02   0.00000000       0.00000000    
   95.0000000       1.39356244       3.10717563E-11   7.66043738E-02   0.00000000       0.00000000    
   96.0000000       1.44891071       4.44697473E-11   8.41422230E-02   0.00000000       0.00000000    
   97.0000000       1.50567341       6.31841870E-11   9.22616869E-02   0.00000000       0.00000000    
   98.0000000       1.56386077       8.91441920E-11  0.100994639       0.00000000       0.00000000    
   99.0000000       1.62348199       1.24913940E-10  0.110373907       0.00000000       0.00000000    
   100.000000       1.68454599       1.73880327E-10  0.120433271       0.00000000       0.00000000    
   101.000000       1.74706125       2.40489823E-10  0.131207436       0.00000000       0.00000000    
   102.000000       1.81103551       3.30545619E-10  0.142732054       0.00000000       0.00000000    
   103.000000       1.87647641       4.51578303E-10  0.155043706       0.00000000       0.00000000    
   104.000000       1.94339061       6.13306017E-10  0.168179885       0.00000000       0.00000000    
   105.000000       2.01178455       8.28202562E-10  0.182179004       0.00000000       0.00000000    
   106.000000       2.08166432       1.11219511E-09  0.197080374       0.00000000       0.00000000    
   107.000000       2.15303540       1.48551760E-09  0.212924197       0.00000000       0.00000000    
   108.000000       2.22590280       1.97374850E-09  0.229751572       0.00000000       0.00000000    
   109.000000       2.30027103       2.60906874E-09  0.247604460       0.00000000       0.00000000    
   110.000000       2.37614441       3.43177686E-09  0.266525716       0.00000000       0.00000000    
   111.000000       2.45352674       4.49211068E-09  0.286558986       0.00000000       0.00000000    
   112.000000       2.53242111       5.85242255E-09  0.307748824       0.00000000       0.00000000    
   113.000000       2.61283064       7.58977148E-09  0.330140591       0.00000000       0.00000000    
   114.000000       2.69475770       9.79899717E-09  0.353780419       0.00000000       0.00000000    
   115.000000       2.77820492       1.25963489E-08  0.378715307       0.00000000       0.00000000    
   116.000000       2.86317372       1.61237654E-08  0.404993027       0.00000000       0.00000000    
   117.000000       2.94966555       2.05538839E-08  0.432662100       0.00000000       0.00000000    
   118.000000       3.03768206       2.60958952E-08  0.461771846       0.00000000       0.00000000    
   119.000000       3.12722349       3.30023759E-08  0.492372334       0.00000000       0.00000000    
   120.000000       3.21829081       4.15772021E-08  0.524514318       0.00000000       0.00000000    
   121.000000       3.31088424       5.21847099E-08  0.558249354       0.00000000       0.00000000    
   122.000000       3.40500355       6.52602665E-08  0.593629599       0.00000000       0.00000000    
   123.000000       3.50064850       8.13224190E-08  0.630708039       0.00000000       0.00000000    
   124.000000       3.59781885       1.00986824E-07  0.669538140       0.00000000       0.00000000    
   125.000000       3.69651365       1.24982137E-07  0.710174263       0.00000000       0.00000000    
   126.000000       3.79673171       1.54168205E-07  0.752671242       0.00000000       0.00000000    
   127.000000       3.89847231       1.89556616E-07  0.797084570       0.00000000       0.00000000    
   128.000000       4.00173378       2.32334088E-07  0.843470454       0.00000000       0.00000000    
   129.000000       4.10651493       2.83888909E-07  0.891885519       0.00000000       0.00000000    
   130.000000       4.21281433       3.45840675E-07  0.942387104       0.00000000       0.00000000    
   131.000000       4.32062960       4.20073746E-07  0.995033145       0.00000000       0.00000000    
   132.000000       4.42995882       5.08774860E-07   1.04988194       0.00000000       0.00000000    
   133.000000       4.54080057       6.14475141E-07   1.10699260       0.00000000       0.00000000    
   134.000000       4.65315199       7.40097050E-07   1.16642439       0.00000000       0.00000000    
   135.000000       4.76701212       8.89006628E-07   1.22823739       0.00000000       0.00000000    
   136.000000       4.88237762       1.06507184E-06   1.29249215       0.00000000       0.00000000    
   137.000000       4.99924707       1.27272654E-06   1.35924935       0.00000000       0.00000000    
   138.000000       5.11761808       1.51704228E-06   1.42857051       0.00000000       0.00000000    
   139.000000       5.23748779       1.80380698E-06   1.50051737       0.00000000       0.00000000    
   140.000000       5.35885477       2.13961175E-06   1.57515216       0.00000000       0.00000000    
   141.000000       5.48171616       2.53194594E-06   1.65253747       0.00000000       0.00000000    
   142.000000       5.60607052       2.98930263E-06   1.73273623       0.00000000       0.00000000    
   143.000000       5.73191547       3.52129382E-06   1.81581187       0.00000000       0.00000000    
   144.000000       5.85924911       4.13877478E-06   1.90182805       0.00000000       0.00000000    
   145.000000       5.98806906       4.85398277E-06   1.99084878       0.00000000       0.00000000    
   146.000000       6.11837435       5.68068481E-06   2.08293843       0.00000000       0.00000000    
   147.000000       6.25016308       6.63434275E-06   2.17816162       0.00000000       0.00000000    
   148.000000       6.38343334       7.73228840E-06   2.27658319       0.00000000       0.00000000    
   149.000000       6.51818466       8.99391307E-06   2.37826848       0.00000000       0.00000000    
   150.000000       6.65441513       1.04408800E-05   2.48328280       0.00000000       0.00000000    
   151.000000       6.79212427       1.20973446E-05   2.59169197       0.00000000       0.00000000    
   152.000000       6.93131113       1.39901958E-05   2.70356154       0.00000000       1.40129846E-45
   153.000000       7.07197571       1.61493208E-05   2.81895781       0.00000000       2.80259693E-45
   154.000000       7.21411705       1.86078796E-05   2.93794703       0.00000000       4.20389539E-45
   155.000000       7.35773563       2.14026113E-05   3.06059551       0.00000000       9.80908925E-45
   156.000000       7.50283194       2.45741558E-05   3.18696976       0.00000000       2.24207754E-44
   157.000000       7.64940643       2.81673947E-05   3.31713676       0.00000000       4.62428493E-44
   158.000000       7.79746008       3.22318301E-05   3.45116282       0.00000000       9.66895940E-44
   159.000000       7.94699430       3.68219771E-05   3.58911538       0.00000000       1.98984382E-43
   160.000000       8.09801006       4.19977732E-05   3.73106098       0.00000000       4.04975256E-43
   161.000000       8.25051022       4.78250549E-05   3.87706685       0.00000000       8.21160900E-43
   162.000000       8.40449715       5.43760107E-05   4.02720022       0.00000000       1.64512440E-42
   163.000000       8.55997276       6.17296973E-05   4.18152809       0.00000000       3.27203191E-42
   164.000000       8.71693993       6.99725861E-05   4.34011745       0.00000000       6.45297943E-42
   165.000000       8.87540436       7.91991260E-05   4.50303602       0.00000000       1.26214953E-41
   166.000000       9.03536701       8.95123521E-05   4.67035007       0.00000000       2.44876907E-41
   167.000000       9.19683552       1.01024532E-04   4.84212780       0.00000000       4.71396803E-41
   168.000000       9.35981178       1.13857837E-04   5.01843500       0.00000000       9.00418341E-41
   169.000000       9.52430344       1.28145053E-04   5.19933987       0.00000000       1.70683758E-40
   170.000000       9.69031620       1.44030346E-04   5.38490915       0.00000000       3.21138372E-40
   171.000000       9.85785484       1.61670047E-04   5.57520914       0.00000000       5.99783769E-40
   172.000000       10.0269279       1.81233481E-04   5.77030706       0.00000000       1.11213912E-39
   173.000000       10.1975412       2.02903859E-04   5.97026968       0.00000000       2.04756891E-39
   174.000000       10.3697052       2.26879187E-04   6.17516327       0.00000000       3.74357445E-39
   175.000000       10.5434256       2.53373233E-04   6.38505411       0.00000000       6.79758535E-39
   176.000000       10.7187138       2.82616529E-04   6.60000896       0.00000000       1.22600948E-38
   177.000000       10.8955784       3.14857491E-04   6.82009315       0.00000000       2.19661283E-38
   178.000000       11.0740290       3.50363407E-04   7.04537344       0.00000000       3.91004899E-38
   179.000000       11.2540779       3.89421708E-04   7.27591515       0.00000000       6.91555870E-38
   180.000000       11.4357367       4.32341127E-04   7.51178360       0.00000000       1.21544425E-37
   181.000000       11.6190157       4.79452923E-04   7.75304461       0.00000000       2.12300372E-37
   182.000000       11.8039303       5.31112310E-04   7.99976254       0.00000000       3.68568962E-37
   183.000000       11.9904909       5.87699702E-04   8.25200272       0.00000000       6.36036997E-37
   184.000000       12.1787148       6.49622118E-04   8.50982952       0.00000000       1.09114892E-36
   185.000000       12.3686142       7.17314833E-04   8.77330685       0.00000000       1.86108041E-36
   186.000000       12.5602055       7.91242754E-04   9.04250050       0.00000000       3.15621309E-36
   187.000000       12.7535048       8.71901982E-04   9.31747150       0.00000000       5.32264222E-36
   188.000000       12.9485283       9.59821569E-04   9.59828472       0.00000000       8.92661686E-36
   189.000000       13.1452951       1.05556531E-03   9.88500404       0.00000000       1.48896061E-35
   190.000000       13.3438225       1.15973328E-03   10.1776905       0.00000000       2.47032147E-35
   191.000000       13.5441294       1.27296359E-03   10.4764080       0.00000000       4.07693899E-35
   192.000000       13.7462358       1.39593496E-03   10.7812185       0.00000000       6.69362012E-35
   193.000000       13.9501610       1.52936764E-03   11.0921831       0.00000000       1.09337471E-34
   194.000000       14.1559286       1.67402625E-03   11.4093637       0.00000000       1.77702029E-34
   195.000000       14.3635578       1.83072151E-03   11.7328205       0.00000000       2.87385364E-34
   196.000000       14.5730734       2.00031232E-03   12.0626154       0.00000000       4.62507390E-34
   197.000000       14.7844982       2.18370836E-03   12.3988085       0.00000000       7.40775693E-34
   198.000000       14.9978571       2.38187169E-03   12.7414589       0.00000000       1.18086507E-33
   199.000000       15.2131739       2.59582000E-03   13.0906267       0.00000000       1.87365791E-33
   200.000000       15.4304752       2.82662781E-03   13.4463701       0.00000000       2.95928682E-33
   201.000000       15.6497879       3.07543017E-03   13.8087492       0.00000000       4.65286305E-33
   202.000000       15.8711386       3.34342429E-03   14.1778202       0.00000000       7.28314627E-33
   203.000000       16.0945568       3.63187259E-03   14.5536432       0.00000000       1.13504177E-32
   204.000000       16.3200703       3.94210499E-03   14.9362736       0.00000000       1.76127331E-32
   205.000000       16.5477085       4.27552266E-03   15.3257694       0.00000000       2.72139226E-32
   206.000000       16.7775059       4.63359896E-03   15.7221861       0.00000000       4.18727956E-32
   207.000000       17.0094891       5.01788361E-03   16.1255798       0.00000000       6.41616496E-32
   208.000000       17.2436943       5.43000596E-03   16.5360069       0.00000000       9.79146651E-32
   209.000000       17.4801521       5.87167684E-03   16.9535217       0.00000000       1.48824344E-31
   210.000000       17.7188969       6.34469232E-03   17.3781796       0.00000000       2.25309306E-31
   211.000000       17.9599648       6.85093598E-03   17.8100338       0.00000000       3.39772034E-31
   212.000000       18.2033920       7.39238365E-03   18.2491360       0.00000000       5.10414976E-31
   213.000000       18.4492130       7.97110517E-03   18.6955414       0.00000000       7.63853438E-31
   214.000000       18.6974659       8.58926866E-03   19.1493034       0.00000000       1.13886049E-30
   215.000000       18.9481907       9.24914144E-03   19.6104717       0.00000000       1.69171655E-30
   216.000000       19.2014236       9.95309930E-03   20.0790977       0.00000000       2.50382178E-30
   217.000000       19.4572067       1.07036214E-02   20.5552349       0.00000000       3.69249408E-30
   218.000000       19.7155800       1.15033025E-02   21.0389309       0.00000000       5.42623013E-30
   219.000000       19.9765835       1.23548498E-02   21.5302372       0.00000000       7.94620263E-30
   220.000000       20.2402630       1.32610910E-02   22.0292034       0.00000000       1.15964410E-29
   221.000000       20.5066605       1.42249754E-02   22.5358772       0.00000000       1.68660637E-29
   222.000000       20.7758198       1.52495792E-02   23.0503063       0.00000000       2.44481850E-29
   223.000000       21.0477848       1.63381062E-02   23.5725403       0.00000000       3.53218080E-29
   224.000000       21.3226051       1.74938999E-02   24.1026249       0.00000000       5.08653205E-29
   225.000000       21.6003227       1.87204331E-02   24.6406078       0.00000000       7.30133283E-29
   226.000000       21.8809891       2.00213287E-02   25.1865330       0.00000000       1.04472624E-28
   227.000000       22.1646500       2.14003492E-02   25.7404480       0.00000000       1.49018781E-28
   228.000000       22.4513550       2.28614099E-02   26.3023987       0.00000000       2.11902248E-28
   229.000000       22.7411575       2.44085807E-02   26.8724270       0.00000000       3.00402677E-28
   230.000000       23.0341034       2.60460880E-02   27.4505768       0.00000000       4.24583341E-28
   231.000000       23.3302498       2.77783200E-02   28.0368919       0.00000000       5.98315030E-28
   232.000000       23.6296444       2.96098311E-02   28.6314163       0.00000000       8.40662065E-28
   233.000000       23.9323444       3.15453485E-02   29.2341900       0.00000000       1.17775219E-27
   234.000000       24.2384014       3.35897692E-02   29.8452568       0.00000000       1.64529364E-27
   235.000000       24.5478725       3.57481800E-02   30.4646549       0.00000000       2.29195351E-27
   236.000000       24.8608131       3.80258411E-02   31.0924263       0.00000000       3.18387940E-27
   237.000000       25.1772804       4.04282026E-02   31.7286110       0.00000000       4.41073703E-27
   238.000000       25.4973297       4.29609120E-02   32.3732491       0.00000000       6.09374789E-27
   239.000000       25.8210220       4.56298068E-02   33.0263748       0.00000000       8.39636662E-27
   240.000000       26.1484165       4.84409295E-02   33.6880302       0.00000000       1.15384227E-26
   241.000000       26.4795723       5.14005348E-02   34.3582535       0.00000000       1.58148076E-26
   242.000000       26.8145485       5.45150712E-02   35.0370789       0.00000000       2.16201105E-26
   243.000000       27.1534100       5.77912219E-02   35.7245407       0.00000000       2.94810016E-26
   244.000000       27.4962177       6.12358749E-02   36.4206810       0.00000000       4.00987212E-26
   245.000000       27.8430347       6.48561493E-02   37.1255341       0.00000000       5.44046675E-26
   246.000000       28.1939240       6.86593875E-02   37.8391266       0.00000000       7.36329733E-26
   247.000000       28.5489540       7.26531669E-02   38.5615005       0.00000000       9.94150185E-26
   248.000000       28.9081860       7.68453106E-02   39.2926865       0.00000000       1.33902248E-25
   249.000000       29.2716885       8.12438801E-02   40.0327187       0.00000000       1.79925441E-25
   250.000000       29.6395283       8.58571753E-02   40.7816277       0.00000000       2.41200582E-25
   251.000000       30.0117722       9.06937569E-02   41.5394440       0.00000000       3.22594856E-25
   252.000000       30.3884907       9.57624391E-02   42.3062019       0.00000000       4.30468873E-25
   253.000000       30.7697525      0.101072297       43.0819321       0.00000000       5.73116766E-25
   254.000000       31.1556263      0.106632672       43.8666611       0.00000000       7.61330103E-25
   255.000000       31.5461826      0.112453178       44.6604195       0.00000000       1.00912024E-24
   256.000000       31.9414959      0.118543707       45.4632378       0.00000000       1.33463975E-24
   257.000000       32.3416367      0.124914408       46.2751465       0.00000000       1.76135719E-24
   258.000000       32.7466774      0.131575748       47.0961685       0.00000000       2.31955122E-24
   259.000000       33.1566925      0.138538465       47.9263306       0.00000000       3.04820626E-24
   260.000000       33.5717545      0.145813584       48.7656631       0.00000000       3.99741419E-24
   261.000000       33.9919434      0.153412446       49.6141891       0.00000000       5.23140919E-24
   262.000000       34.4173279      0.161346674       50.4719391       0.00000000       6.83240003E-24
   263.000000       34.8479881      0.169628203       51.3389282       0.00000000       8.90539002E-24
   264.000000       35.2840042      0.178269312       52.2151909       0.00000000       1.15842410E-23
   265.000000       35.7254486      0.187282532       53.1007462       0.00000000       1.50392797E-23
   266.000000       36.1724014      0.196680784       53.9956207       0.00000000       1.94868144E-23
   267.000000       36.6249428      0.206477270       54.8998337       0.00000000       2.52010436E-23
   268.000000       37.0831528      0.216685519       55.8134041       0.00000000       3.25289035E-23
   269.000000       37.5471077      0.227319419       56.7363625       0.00000000       4.19085574E-23
   270.000000       38.0168953      0.238393188       57.6687241       0.00000000       5.38923959E-23
   271.000000       38.4925919      0.249921381       58.6105118       0.00000000       6.91755536E-23
   272.000000       38.9742813      0.261918902       59.5617409       0.00000000       8.86312742E-23
   273.000000       39.4620438      0.274401009       60.5224380       0.00000000       1.13354617E-22
   274.000000       39.9559708      0.287383288       61.4926147       0.00000000       1.44716419E-22
   275.000000       40.4561348      0.300881743       62.4722977       0.00000000       1.84429861E-22
   276.000000       40.9626312      0.314912707       63.4614983       0.00000000       2.34632300E-22
   277.000000       41.4755402      0.329492837       64.4602356       0.00000000       2.97985833E-22
   278.000000       41.9949455      0.344639242       65.4685287       0.00000000       3.77800760E-22
   279.000000       42.5209389      0.360369354       66.4863968       0.00000000       4.78186529E-22
   280.000000       43.0536003      0.376701027       67.5138474       0.00000000       6.04236505E-22
   281.000000       43.5930252      0.393652409       68.5509033       0.00000000       7.62253498E-22
   282.000000       44.1392937      0.411242157       69.5975723       0.00000000       9.60024587E-22
   283.000000       44.6925011      0.429489255       70.6538696       0.00000000       1.20715550E-21
   284.000000       45.2527313      0.448413044       71.7198181       0.00000000       1.51547738E-21
   285.000000       45.8200760      0.468033314       72.7954254       0.00000000       1.89953950E-21
   286.000000       46.3946266      0.488370299       73.8806992       0.00000000       2.37720742E-21
   287.000000       46.9764709      0.509444535       74.9756622       0.00000000       2.97038498E-21
   288.000000       47.5657043      0.531277001       76.0803223       0.00000000       3.70588829E-21
   289.000000       48.1624146      0.553889155       77.1946869       0.00000000       4.61649863E-21
   290.000000       48.7666931      0.577302814       78.3187714       0.00000000       5.74223207E-21
   291.000000       49.3786354      0.601540208       79.4525909       0.00000000       7.13186481E-21
   292.000000       49.9983330      0.626624048       80.5961456       0.00000000       8.84476683E-21
   293.000000       50.6258812      0.652577341       81.7494507       0.00000000       1.09531024E-20
   294.000000       51.2613716      0.679423630       82.9125137       0.00000000       1.35444646E-20
   295.000000       51.9048996      0.707186878       84.0853424       0.00000000       1.67250249E-20
   296.000000       52.5565605      0.735891461       85.2679443       0.00000000       2.06233026E-20
   297.000000       53.2164497      0.765562296       86.4603348       1.40129846E-45   2.53946581E-20
   298.000000       53.8846588      0.796224475       87.6625137       1.40129846E-45   3.12266465E-20
   299.000000       54.5612907      0.827903807       88.8744965       2.80259693E-45   3.83453855E-20
   300.000000       55.2464371      0.860626459       90.0962753       2.80259693E-45   4.70231402E-20
   301.000000       55.9401970      0.894418955       91.3278732       5.60519386E-45   5.75873061E-20
   302.000000       56.6426697      0.929308355       92.5692825       7.00649232E-45   7.04310687E-20
   303.000000       57.3539467      0.965322196       93.8205109       1.12103877E-44   8.60260276E-20
   304.000000       58.0741348       1.00248849       95.0815735       1.68155816E-44   1.04937134E-19
   305.000000       58.8033257       1.04083550       96.3524628       2.52233724E-44   1.27840311E-19
   306.000000       59.5416183       1.08039212       97.6331863       3.64337601E-44   1.55543249E-19
   307.000000       60.2891159       1.12118793       98.9237518       5.32493416E-44   1.89009956E-19
   308.000000       61.0459175       1.16325235       100.224159       7.84727140E-44   2.29389592E-19
   309.000000       61.8121223       1.20661592       101.534409       1.14906474E-43   2.78050378E-19
   310.000000       62.5878296       1.25130928       102.854507       1.66754517E-43   3.36619522E-19
   311.000000       63.3731422       1.29736364       104.184456       2.43825933E-43   4.07029782E-19
   312.000000       64.1681595       1.34481061       105.524261       3.54528511E-43   4.91574413E-19
   313.000000       64.9729843       1.39368248       106.873909       5.12875238E-43   5.92971143E-19
   314.000000       65.7877197       1.44401169       108.233421       7.42688186E-43   7.14437084E-19
   315.000000       66.6124649       1.49583137       109.602783       1.07199333E-42   8.59776233E-19
   316.000000       67.4473190       1.54917526       110.981995       1.54423091E-42   1.03348153E-18
   317.000000       68.2923889       1.60407722       112.371071       2.21825547E-42   1.24085374E-18
   318.000000       69.1477814       1.66057181       113.769997       3.17954622E-42   1.48813990E-18
   319.000000       70.0135956       1.71869421       115.178772       4.54721352E-42   1.78269416E-18
   320.000000       70.8899384       1.77847970       116.597404       6.48941319E-42   2.13316500E-18
   321.000000       71.7769089       1.83996427       118.025887       9.24016207E-42   2.54971186E-18
   322.000000       72.6746140       1.90318441       119.464211       1.31273640E-41   3.04425668E-18
   323.000000       73.5831528       1.96817720       120.912392       1.86106449E-41   3.63077488E-18
   324.000000       74.5026398       2.03497982       122.370407       2.63275955E-41   4.32563265E-18
   325.000000       75.4331741       2.10363030       123.838272       3.71652379E-41   5.14797674E-18
   326.000000       76.3748627       2.17416716       125.315971       5.23539119E-41   6.12018155E-18
   327.000000       77.3278122       2.24662924       126.803505       7.35961953E-41   7.26837152E-18
   328.000000       78.2921295       2.32105565       128.300873       1.03243467E-40   8.62301295E-18
   329.000000       79.2679138       2.39748645       129.808060       1.44536930E-40   1.02196097E-17
   330.000000       80.2552795       2.47596192       131.325073       2.01936918E-40   1.20994843E-17
   331.000000       81.2543335       2.55652308       132.851898       2.81564302E-40   1.43106961E-17
   332.000000       82.2651749       2.63921094       134.388535       3.91808656E-40   1.69090772E-17
